1950,2555974605,false
1955,2780923093,false
1960,3041697768,false
1962,3138922062,false
1965,3349287332,false
1966,3419728217,false
1970,3711961664,false
1973,3941550996,false
1975,4088611586,false
1980,4452547522,false
1985,4852051940,false
1990,5283687429,false
1995,5696676739,false
1998,5932090951,false
1999,6008254795,false
2000,6083550220,false
2001,6159242510,false
2002,6234361771,false
2005,6456443080,false
2006,6530984631,false
2007,6606214786,false
2008,6681112529,false
2009,6755987239,false
2010,6830586985,false
2015,7200008584,false
2020,7557514266,false
2025,7892758722,false
2030,8202205367,false
2035,8487066951,false
2040,8748743446,false
2045,8987418540,false
2050,9202458484,false
0,300000000,false
1000,425000000,true
1200,450000000,false
1250,455555555,true
1500,483333333,true
1600,494444444,true
1650,500000000,false
1700,647500000,true
1710,677000000,true
1720,706500000,true
1730,736000000,true
1740,765500000,true
1750,795000000,false
1760,842000000,true
1770,889000000,true
1780,936000000,true
1790,983000000,true
1800,1030000000,true
1810,1077000000,true
1820,1124000000,true
1830,1171000000,true
1840,1218000000,true
1850,1265000000,false
1860,1343200000,true
1870,1421400000,true
1880,1499600000,true
1890,1577800000,true
1900,1656000000,false
1910,1828000000,true
1913,1879600000,true
1920,2000000000,true
1930,2172000000,true
1940,2344000000,true
1950,2516000000,false
1955,2876444444.4444447,true
1960,3236888888.888889,true
1962,3381066666.6666665,true
1965,3597333333.3333335,true
1966,3669422222.2222223,true
1970,3957777777.7777777,true
1973,4174044444.4444447,true
1975,4318222222.222222,true
1980,4678666666.666667,true
1985,5039111111.111111,true
1990,5399555555.555555,true
1995,5760000000,false
1998,5955000000,true
1999,6020000000,true
2000,6085000000,true
2001,6150000000,true
2002,6215000000,false
2005,6477000000,false
2006,6555000000,false
2007,6625000000,false
2008,6705000000,false
2009,6781176470.588235,true
2010,6857352941.176471,true
2015,7238235294.117647,true
2020,7619117647.058824,true
2025,8000000000,false
2030,8270400000,true
2035,8540800000,true
2040,8811200000,true
2045,9081600000,true
2050,9352000000,false

0,300000000,false
1000,310000000,false
1200,382000000,true
1250,400000000,false
1500,500000000,false
1600,616400000,true
1650,674600000,true
1700,732800000,true
1710,744440000,true
1720,756080000,true
1730,767720000,true
1740,779360000,true
1750,791000000,false
1760,828400000,true
1770,865800000,true
1780,903200000,true
1790,940600000,true
1800,978000000,false
1810,1034800000,true
1820,1091600000,true
1830,1148400000,true
1840,1205200000,true
1850,1262000000,false
1860,1339600000,true
1870,1417200000,true
1880,1494800000,true
1890,1572400000,true
1900,1650000000,false
1910,1750000000,false
1913,1783000000,true
1920,1860000000,false
1930,2070000000,false
1940,2300000000,false
1950,2529346000,false
1955,2763453000,false
1960,3023358000,false
1962,3146682800,true
1965,3331670000,false
1966,3402491400,true
1970,3685777000,false
1973,3911101000,true
1975,4061317000,false
1980,4437609000,false
1985,4846247000,false
1990,5290452000,false
1995,5713073000,false
1998,5954449400,true
1999,6034908200,true
2000,6115367000,false
2001,6194748800,true
2002,6274130600,true
2005,6512276000,false
2006,6591558400,true
2007,6670840800,true
2008,6750123200,true
2009,6829405600,true
2010,6908688000,false
2015,7302186000,false
2020,7674833000,false
2025,8011533000,false
2030,8308895000,false
2035,8570570000,false
2040,8801196000,false
2045,8996344000,false
2050,9149984000,false
1700,640035774,false
1710,662378306,false
1720,679615896,false
